HDO-ID	Term
DOID:0012140	Chagas disease
DOID:0012141	adenovirus meningitis
DOID:0012143	neurogenic bladder
DOID:0012144	low compliance bladder
DOID:0012145	detrusor sphincter dyssynergia
DOID:0012148	alveolar echinococcosis
DOID:0001215	Tympanosclerosis of tympanic membrane only
DOID:0012150	calculus of gallbladder with acute cholecystitis, with obstruction
DOID:0012151	currently pregnant habitual aborter
DOID:0012155	lymphocytic choriomeningitis
DOID:0012156	arachnoiditis
DOID:0012157	aseptic meningitis
DOID:0012161	peripheral retinal degeneration
DOID:0012162	pseudoretinitis pigmentosa
DOID:0012163	senile reticular retinal degeneration
DOID:0012164	Blessig's cysts
DOID:0012165	retinal lattice degeneration
DOID:0012166	cobblestone retinal degeneration
DOID:0012167	secondary vitreoretinal degeneration
DOID:0012168	ulnar nerve lesion
DOID:0012169	carpal tunnel syndrome
DOID:0001217	fascioloidiasis
DOID:0012170	radial nerve lesion
DOID:0012171	radial neuropathy
DOID:0012175	dyshormonogenic goiter
DOID:0012176	goiter
DOID:0012177	common variable immunodeficiency
DOID:0012179	tinea corporis
DOID:0001218	echinostomiasis
DOID:0012180	Fetal Macrosomia
DOID:0012185	otosclerosis
DOID:0012189	metastatic tumor to the colon
DOID:0001219	dicrocoeliasis
DOID:0012190	descending colon cancer
DOID:0012191	splenic flexure cancer
DOID:0012192	sigmoid colon cancer
DOID:0012196	superficial keratitis
DOID:0012197	punctate epithelial keratoconjunctivitis
DOID:0000122	abdominal cancer
DOID:0012204	catatonic schizophrenia in remission
DOID:0012205	dengue disease
DOID:0012206	dengue hemorrhagic fever
DOID:0001221	infiltrative lung tuberculosis
DOID:0012210	Wuchereria bancrofti filariasis
DOID:0012211	filarial elephantiasis
DOID:0012215	oligohydramnios
DOID:0012217	Lewy body dementia
DOID:0001222	cartilage disease
DOID:0012221	Synovial, tendon or bursa disorder
DOID:0012223	specific bursitis often of occupational origin
DOID:0012224	calcium deposits in tendon and bursa
DOID:0012225	Plica syndrome
DOID:0012226	hearing disease
DOID:0012228	secondary malignant neoplasm of large intestine and rectum
DOID:0012234	cascade stomach
DOID:0012236	primary biliary cirrhosis
DOID:0012237	bile reflux
DOID:0012239	anal margin squamous cell carcinoma
DOID:0012241	beta thalassemia
DOID:0012245	histoplasmosis endocarditis
DOID:0012246	histoplasmosis meningitis
DOID:0012251	hypoaldosteronism
DOID:0012252	Cushing's syndrome
DOID:0012253	testicular lymphoma
DOID:0012254	metastatic tumor to the testis
DOID:0012255	congenital adrenal hyperplasia
DOID:0012256	adrenogenital disease
DOID:0012257	medulloadrenal hyperfunction
DOID:0012258	acquired factor IX deficiency
DOID:0012259	hemophilia B
DOID:0012265	chronic salpingo-oophoritis
DOID:0012268	eclampsia with delivery
DOID:0012269	Toxemia with convulsions complicating pregnancy, childbirth or the puerperium
DOID:0001227	neutropenia
DOID:0012270	coloboma
DOID:0012271	aniridia
DOID:0012273	anisometropia
DOID:0012274	anisometropia and aniseikonia
DOID:0012275	cutaneous diphtheria
DOID:0012276	malignant tumor of undescended testis
DOID:0001228	paranoid type schizophrenia in remission
DOID:0012282	femoral vein thrombophlebitis
DOID:0012284	maternal pyrexia in labor
DOID:0012286	testicular leukemia
DOID:0012287	Crimean-Congo hemorrhagic fever
DOID:0001229	paranoid schizophrenia
DOID:0012292	recurrent malignant endocervical neoplasm
DOID:0012294	atypical depressive disorder
DOID:0012297	Vogt-Koyanagi-Harada disease
DOID:0012298	intrahepatic gall duct cancer
DOID:0012301	speckled lentiginous nevus
DOID:0012302	diphtheritic membranous angina
DOID:0012304	conjunctival pigmentation
DOID:0012305	Bloch-Sulzberger syndrome
DOID:0012306	vitiligo
DOID:0012307	anterior corneal pigmentation
DOID:0012308	Dubin-Johnson syndrome
DOID:0012309	urticaria pigmentosa
DOID:0001231	chronic schizophrenia
DOID:0012311	stromal corneal pigmentation
DOID:0012318	corneal granular dystrophy
DOID:0001232	paranoid type schizophrenia subchronic state with acute exacerbation
DOID:0012323	cough variant asthma
DOID:0012324	transsexuality with homosexual history
DOID:0012325	kyphoscoliotic heart disease
DOID:0012326	chronic pulmonary heart disease
DOID:0012328	marasmus
DOID:0001233	transvestism
DOID:0012332	hematocele of tunica vaginalis testis
DOID:0012333	male genital organ stricture
DOID:0012335	male genital organ vascular disease
DOID:0012336	male infertility
DOID:0012337	varicocele
DOID:0012338	redundant prepuce and phimosis
DOID:0012339	retroperitoneal lymphoma
DOID:0001234	gender identity disorder
DOID:0012341	retroperitoneal sarcoma
DOID:0012342	retroperitoneum carcinoma
DOID:0012346	hyperkinetic heart syndrome
DOID:0012347	osteogenesis imperfecta
DOID:0012349	primary eye hypotony
DOID:0001235	fetishism
DOID:0012351	alcoholic hepatitis
DOID:0012355	prostatocystitis
DOID:0012356	bacterial prostatitis
DOID:0012357	viral labyrinthitis
DOID:0012358	patulous eustachian tube
DOID:0012359	endocrine exophthalmos
DOID:0012360	lateral displacement of eye
DOID:0012361	Graves' disease
DOID:0012362	thyrotoxic exophthalmos
DOID:0012363	intermittent proptosis
DOID:0012364	pulsating exophthalmos
DOID:0012365	malaria
DOID:0012369	prolapse of urethra
DOID:0001237	corneal degeneration
DOID:0012375	bronchopneumonia
DOID:0012376	juvenile spinal muscular atrophy
DOID:0012377	spinal muscular atrophy
DOID:0012378	predominant psychomotor disturbance
DOID:0012379	mixed disorder as reaction to stress
DOID:0001238	acute erythremia and erythroleukemia in remission
DOID:0012380	predominant disturbance of consciousness
DOID:0012382	complex partial epilepsy
DOID:0012384	dysentery
DOID:0012385	shigellosis
DOID:0012386	balantidiasis
DOID:0012387	nephrogenic diabetes insipidus
DOID:0012388	neurohypophyseal diabetes insipidus
DOID:0001239	acute erythremia and erythroleukemia
DOID:0012392	leukemic reticuloendotheliosis involving lymph nodes of head, face and neck
DOID:0012395	spastic entropion
DOID:0012396	entropion and trichiasis of eyelid
DOID:0012397	entropion
DOID:0012399	pathological gambling
DOID:0001240	leukemia
DOID:0012400	kleptomania
DOID:0012401	intermittent explosive disorder
DOID:0012402	pyromania
DOID:0012403	tinea pedis
DOID:0012404	tinea
DOID:0001241	luxation of globe
DOID:0012417	psychogenic dysmenorrhea
DOID:0001242	globe disease
DOID:0012424	thyrocalcitonin secretion disease
DOID:0001243	labia minora cancer
DOID:0012445	conjugate gaze palsy
DOID:0012448	hematologic pregnancy complication
DOID:0012449	aplastic anemia
DOID:0001245	vulva cancer
DOID:0012450	pancytopenia
DOID:0012451	sulfhemoglobinemia
DOID:0012465	secondary hyperparathyroidism of renal origin
DOID:0012466	secondary hyperparathyroidism
DOID:0001247	blood coagulation disease
DOID:0012474	capillariasis
DOID:0012475	pes anserinus tendinitis or bursitis
DOID:0001248	ocular hyperemia
DOID:0001249	Conjunctival vascular disorder and cysts
DOID:0012491	Vagus nerve disease
DOID:0000125	vagina leiomyoma
DOID:0012506	Bell's palsy
DOID:0012508	simple type schizophrenia chronic state with acute exacerbation
DOID:0001251	tuberculous epididymitis
DOID:0012510	retinal ischemia
DOID:0012514	retinal perforation
DOID:0001252	trichuriasis
DOID:0012522	bagassosis
DOID:0012524	plantar nerve lesion
DOID:0012525	Lateral cutaneous femoral nerve of thigh compression or syndrome
DOID:0012526	tarsal tunnel syndrome
DOID:0012527	common peroneal nerve lesion
DOID:0012528	lesion of sciatic nerve
DOID:0012529	tibial nerve palsy
DOID:0001253	Enoplea infectious disease
DOID:0012531	von Willebrand's disease
DOID:0012537	hypermobility of coccyx
DOID:0012538	Chlamydia trachomatis pharyngitis
DOID:0012539	Chlamydia trachomatis proctitis
DOID:0001254	trichostrongylosis
DOID:0012541	catatonic type schizophrenia subchronic state
DOID:0012542	catatonic type schizophrenia subchronic state with acute exacerbation
DOID:0012543	catatonic type schizophrenia chronic state with acute exacerbation
DOID:0012546	atrophic nonflaccid tympanic membrane
DOID:0012549	hepatitis A
DOID:0001255	trichostrongyloidiasis
DOID:0012550	hepatic coma
DOID:0012551	Escherichia coli septicemia
DOID:0012554	hemolytic-uremic syndrome
DOID:0012555	acute renal failure with lesion of renal cortical necrosis
DOID:0012556	acute kidney tubular necrosis
DOID:0012557	Duane retraction syndrome
DOID:0012558	chronic progressive external ophthalmoplegia
DOID:0012559	idiopathic juvenile osteoporosis
DOID:0012566	ulceration of vulva
DOID:0012568	dyscalculia
DOID:0012569	Chagas cardiomyopathy
DOID:0001257	Transient hypertension of pregnancy
DOID:0012570	phacolytic glaucoma
DOID:0012571	phacogenic glaucoma
DOID:0012573	neonatal thyrotoxicosis
DOID:0012574	posterior uveitis
DOID:0012577	urethral obstruction
DOID:0012580	Cri-Du-Chat syndrome
DOID:0012581	olecranon bursitis
DOID:0012582	enthesopathy of elbow
DOID:0012583	velocardiofacial syndrome
DOID:0012584	Diabetes mellitus of mother, with delivery
DOID:0012594	Potter's syndrome
DOID:0001260	parametritis
DOID:0012603	acute leukemia
DOID:0012604	secondary malignant neoplasm of suprarenal gland
DOID:0012605	metastasis to adrenals
DOID:0012608	staphylococcal pneumonia
DOID:0001261	AIDS-related pelvic inflammatory disease
DOID:0012610	adrenal hemorrhage of fetus or newborn
DOID:0012612	gastrointestinal hemorrhage of fetus or newborn
DOID:0012633	cervicofacial actinomycosis
DOID:0012634	cerebral actinomycosis
DOID:0012637	perineocele
DOID:0012638	hypertrophic pyloric stenosis
DOID:0012639	pyloric stenosis
DOID:0012641	displacement of cardia through esophageal hiatus
DOID:0012642	hiatus hernia
DOID:0012647	Congenital or acquired abnormality of vulva, with delivery
DOID:0001265	genitourinary cancer
DOID:0012651	disorder of optic chiasm associated with inflammatory disorder
DOID:0012657	vestibulocochlear nerve disease
DOID:0012661	tooth ankylosis
DOID:0012662	paracoccidioidomycosis
DOID:0012663	blastomycosis
DOID:0012667	binocular vision disease
DOID:0012668	abnormal retinal correspondence
DOID:0012670	fusion with defective stereopsis
DOID:0012678	hypercalcemia
DOID:0012679	nephrocalcinosis
DOID:0012680	pseudobulbar palsy
DOID:0012683	vestibular neuronitis
DOID:0012685	mixed receptive-expressive language disorder
DOID:0012689	acoustic neuroma
DOID:0001269	thyroid gland tuberculosis
DOID:0012694	hyperemesis gravidarum with metabolic disturbance
DOID:0012697	locked-in syndrome
DOID:0012698	gynecomastia
DOID:0000127	leiomyoma
DOID:0001270	hereditary hemorrhagic telangiectasia
DOID:0012700	hyperprolactinemia
DOID:0012702	Rotator cuff shoulder syndrome and allied disorder
DOID:0012704	ataxia telangiectasia
DOID:0012705	Friedreich ataxia
DOID:0012707	myoclonic cerebellar dyssynergia
DOID:0001271	capillary disease
DOID:0012710	Histoplasma duboisii pneumonia
DOID:0012711	black piedra
DOID:0012712	nephronophthisis
DOID:0012713	medullary sponge kidney
DOID:0012714	Ellis-Van Creveld syndrome
DOID:0012715	infectious myositis
DOID:0012716	newborn respiratory distress syndrome
DOID:0012718	chronic gonococcal salpingitis
DOID:0001272	telangiectasis
DOID:0012720	cerebral atherosclerosis
DOID:0012721	multiple epiphyseal dysplasia
DOID:0012722	liver metastasis
DOID:0012723	lung carcinoma metastatic to the liver
DOID:0012724	breast arcinoma metastatic to the liver
DOID:0012727	retroverted incarcerated gravid uterus
DOID:0001273	respiratory syncytial virus infectious disease
DOID:0012731	pars planitis
DOID:0012732	intermediate uveitis
DOID:0012733	hypercementosis
DOID:0012735	hernia of ovary and fallopian tube
DOID:0012739	bronchial tuberculosis
DOID:0001275	Pneumovirus infectious disease
DOID:0012750	cyclosporiasis
DOID:0012753	corneal staphyloma
DOID:0012756	lacrimal duct cancer
DOID:0012758	malignant neoplasm of eyeball, except conjunctiva, cornea, retina and choroid
DOID:0012759	choroid cancer
DOID:0012763	classic Kaposi's sarcoma
DOID:0012765	peritonsillar abscess
DOID:0012773	endemic African Kaposi's sarcoma
DOID:0012779	recurrent Kaposi's sarcoma
DOID:0001278	tolosa-hunt syndrome
DOID:0012782	cicatricial ectropion
DOID:0012783	migraine without aura
DOID:0012784	diabetes mellitus insulin dependent type, not stated as uncontrolled, with neurological manifestations
DOID:0012785	diabetic polyneuropathy
DOID:0001279	ocular motility disease
DOID:0012796	Posterior synechiae
DOID:0012797	hallucinogen abuse
DOID:0012798	mucopolysaccharidosis
DOID:0012799	mucopolysaccharidosis II
DOID:0000128	vaginal soft tissue tumor
DOID:0012800	mucopolysaccharidosis VI
DOID:0012801	mucopolysaccharidosis III
DOID:0012802	mucopolysaccharidosis I
DOID:0012803	Sly syndrome
DOID:0012804	mucopolysaccharidosis IV
DOID:0012809	chronic lacrimal gland enlargement
DOID:0012819	Clostridium difficile intestinal infectious disease
DOID:0001283	enterocele
DOID:0012835	quadriplegia
DOID:0012836	senile entropion
DOID:0012837	thyroid crisis
DOID:0012838	secondary thyroid hyperplasia
DOID:0012839	thyrotoxicosis from ectopic thyroid nodule
DOID:0001284	prolapse of female genital organ
DOID:0012840	Ancylostoma ceylanicum ancylostomiasis
DOID:0012841	ancylostomiasis
DOID:0012842	Guillain-Barre syndrome
DOID:0012843	polyneuritis
DOID:0012849	autistic disorder
DOID:0001285	rectal disease
DOID:0012852	adhesions of drum head to incus
DOID:0012853	adhesions of drum head to promontorium
DOID:0012854	adhesions of drum head to stapes
DOID:0012857	achilles bursitis
DOID:0012858	Huntington's disease
DOID:0012859	choreatic disease
DOID:0012860	non-neoplastic nevus of skin
DOID:0012863	senile nevus
DOID:0012864	acrosyringeal nevus
DOID:0001287	cardiovascular system disease
DOID:0012879	Pars plana exudative cyst
DOID:0012881	idiopathic urticaria
DOID:0012883	hypochondriasis
DOID:0012888	Chlamydophila psittaci pneumonia
DOID:0012889	Miller Fisher syndrome
DOID:0001289	neurodegenerative disease
DOID:0012894	Sjogren's syndrome
DOID:0012895	keratoconjunctivitis sicca
DOID:0012897	submandibular gland disease
DOID:0012899	benign lymphoepithelial lesion of salivary gland
DOID:0012900	Mikulicz disease
DOID:0012901	necrotizing sialometaplasia
DOID:0012904	mucocele of salivary gland
DOID:0012905	sialolithiasis
DOID:0012910	sickle-cell/Hb-C disease with crisis
DOID:0012918	thromboangiitis obliterans
DOID:0012919	Plasmodium ovale malaria
DOID:0012921	childhood schizophrenia
DOID:0012922	acute undifferentiated schizophrenia
DOID:0012923	chronic undifferentiated schizophrenia
DOID:0012926	hypodermyiasis
DOID:0012927	screw worm infectious disease
DOID:0012928	nutritional cardiomyopathy
DOID:0012929	endocardial fibroelastosis
DOID:0001293	labia minora carcinoma
DOID:0012930	dilated cardiomyopathy
DOID:0012932	endomyocardial fibrosis
DOID:0012934	Kearns-Sayre syndrome
DOID:0012935	alcoholic cardiomyopathy
DOID:0012936	secondary cardiomyopathy
DOID:0001294	vulva carcinoma
DOID:0012958	paralytic lagophthalmos
DOID:0012959	lagophthalmos
DOID:0012960	acrocephalosyndactylia
DOID:0012961	Poland syndrome
DOID:0012965	subleukemic leukemia
DOID:0012969	central nervous system leukemia
DOID:0012971	hereditary spherocytosis
DOID:0012972	intrapelvic lymph node leukemic reticuloendotheliosis
DOID:0012973	secondary malignant neoplasm of intrapelvic lymph node
DOID:0012978	Plasmodium vivax malaria
DOID:0012983	transient disorder of initiating or maintaining sleep
DOID:0012984	vagus nerve neoplasm
DOID:0012985	functional disorder of polymorphonuclear neutrophils
DOID:0012986	leukostasis
DOID:0012987	agranulocytosis
DOID:0012995	conduct disorder
DOID:0012996	acute dacryocystitis
DOID:0012997	Phlegmonous dacryocystitis
DOID:0000130	female genitalia nevus
DOID:0013001	carotid stenosis
DOID:0013002	subclavian steal syndrome
DOID:0013003	vertebrobasilar insufficiency
DOID:0013005	intra-abdominal lymph node mast cell malignancy
DOID:0001301	RNA virus infectious disease
DOID:0013014	shipyard eye
DOID:0013019	cryptococcal gastroenteritis
DOID:0013020	pulmonary cryptococcosis
DOID:0013021	AIDS-related cryptococcosis
DOID:0013023	sickle cell trait
DOID:0013025	retinopathy of prematurity
DOID:0013026	lobomycosis
DOID:0013027	transient global amnesia
DOID:0013031	balanoposthitis
DOID:0013032	Trichomonas balanoposthitis
DOID:0013033	balanitis
DOID:0013034	relapsing fever
DOID:0013035	louse-borne relapsing fever
DOID:0013036	tick-borne relapsing fever
DOID:0013037	mechanical lagophthalmos
DOID:0013038	cicatricial lagophthalmos
DOID:0013040	syphilitic optic atrophy
DOID:0013042	persistent fetal circulation syndrome
DOID:0013046	acute sphenoidal sinusitis
DOID:0013047	Ancylostoma braziliense ancylostomiasis
DOID:0013049	Ancylostoma duodenale ancylostomiasis
DOID:0001305	AIDS dementia complex
DOID:0013050	corpus luteum cyst
DOID:0001306	HIV encephalopathy
DOID:0013060	traumatic glaucoma
DOID:0013063	moderate recurrent major depression
DOID:0013068	renal osteodystrophy
DOID:0001307	dementia
DOID:0013072	acquired hyperkeratosis
DOID:0013074	tinea unguium
DOID:0013076	abdominal actinomycosis
DOID:0013077	cutaneous actinomycosis
DOID:0013078	eumycotic mycetoma
DOID:0001308	AIDS related complex
DOID:0013080	Jaccoud's syndrome
DOID:0013081	hemangioma of subcutaneous tissue
DOID:0013087	Lown-Ganong-Levine syndrome
DOID:0013088	periventricular leukomalacia
DOID:0013089	intracranial arterial disease
DOID:0013094	branch retinal artery occlusion
DOID:0013095	vertebral artery insufficiency
DOID:0013096	Sneddon syndrome
DOID:0013097	intracranial arteriosclerosis
DOID:0013098	central retinal artery occlusion
DOID:0013099	Moyamoya disease
DOID:0013100	intracranial vasospasm
DOID:0013109	bladder leiomyoma
DOID:0001311	HIV-associated nephropathy
DOID:0013110	bladder squamous papilloma
DOID:0013112	mechanical entropion
DOID:0013113	cicatricial entropion
DOID:0013117	paronychia
DOID:0001312	focal segmental glomerulosclerosis
DOID:0013120	protein-deficiency anemia
DOID:0013121	deficiency anemia
DOID:0013127	gonococcal spondylitis
DOID:0013129	severe pre-eclampsia
DOID:0001313	HIV wasting syndrome
DOID:0013133	HELLP syndrome
DOID:0013134	hordeolum externum
DOID:0013135	exophthalmic ophthalmoplegia
DOID:0013137	Werdnig-Hoffmann disease
DOID:0013138	acute proliferative glomerulonephritis
DOID:0013139	crescentic glomerulonephritis
DOID:0001314	wasting syndrome
DOID:0013140	suppurative uveitis
DOID:0013141	uveitis
DOID:0013143	benign secondary hypertension
DOID:0013145	benign renovascular hypertension
DOID:0013146	esophageal candidiasis
DOID:0013147	fungal esophagitis
DOID:0013148	acute cystitis
DOID:0013149	tuberculous lung fibrosis
DOID:0013157	sensory disorder of eyelid
DOID:0013159	scrotum squamous cell carcinoma
DOID:0013160	scrotum melanoma
DOID:0013164	Bordetella pertussis pneumonia
DOID:0013165	Aspergillus pneumonia
DOID:0013166	allergic bronchopulmonary aspergillosis
DOID:0013168	prepuce cancer
DOID:0013169	spermatic cord cancer
DOID:0013174	dissociated nystagmus
DOID:0013175	female genital tuberculosis
DOID:0013177	chronic erythremia in remission
DOID:0013185	esophageal diverticulosis
DOID:0013186	megaesophagus
DOID:0013189	gout
DOID:0001319	brain cancer
DOID:0013192	pulmonary congestion and hypostasis
DOID:0013194	non-toxic nodular goiter
DOID:0013195	nontoxic goiter
DOID:0013196	lingual goiter
DOID:0013197	nodular goiter
DOID:0013198	endemic goiter
DOID:0013200	substernal goiter
DOID:0013202	secondary syphilitic iridocyclitis
DOID:0013206	nodular prostate
DOID:0013207	proliferative diabetic retinopathy
DOID:0013208	background diabetic retinopathy
DOID:0013209	right bundle branch block
DOID:0013211	secondary malignant neoplasm of brain and spinal cord
DOID:0013212	metastasis to skin
DOID:0013213	metastatic cancer to the breast
DOID:0013214	hole retinal cyst
DOID:0013219	transsexuality with heterosexual history
DOID:0013222	submucous uterine fibroid
DOID:0013223	uterine fibroid
DOID:0013224	introverted personality
DOID:0013226	oculoglandular tularemia
DOID:0013227	retinal dystrophies primarily involving Bruch's membrane
DOID:0001323	malignant neoplasm of trachea, bronchus and lung
DOID:0013232	Diffuse cholesteatosis of middle ear and mastoid
DOID:0013238	Haverhill fever
DOID:0013239	internal pathological resorption
DOID:0001324	lung cancer
DOID:0013240	tooth resorption
DOID:0013241	Behcet's disease
DOID:0013248	mucocele of appendix
DOID:0013249	pneumatosis cystoides intestinalis
DOID:0001325	bronchus cancer
DOID:0013250	diarrhea
DOID:0013251	HIV enteropathy
DOID:0013252	mesenteric vascular occlusion
DOID:0013253	jejunal disease
DOID:0013254	diverticulitis of colon
DOID:0013257	Histoplasma duboisii endocarditis
DOID:0013258	typhoid fever
DOID:0013262	hallucinatory state induced by drug
DOID:0013268	porphyria
DOID:0013269	hereditary coproporphyria
DOID:0013270	erythropoietic protoporphyria
DOID:0013271	cutaneous porphyria
DOID:0013272	Klebsiella pneumonia
DOID:0013273	Escherichia coli pneumonia
DOID:0013274	enzootic pneumonia of calves
DOID:0013275	rickettsial pneumonia
DOID:0013276	Mycoplasma pneumoniae pneumonia
DOID:0013277	Mycoplasma hyopneumoniae pneumonia
DOID:0013278	Salmonella pneumonia
DOID:0001328	Rift Valley fever
DOID:0013282	intestinal tuberculosis
DOID:0013285	enteroinvasive Escherichia coli infectious disease
DOID:0013295	crater-like holes of optic disc
DOID:0000133	vaginal mullerian papilloma
DOID:0013300	Scheuermann's disease
DOID:0013305	anterior nasal diphtheria
DOID:0013306	diphtheritic cystitis
DOID:0013307	pseudomembranous diphtheritic conjunctivitis
DOID:0013308	diphtheritic myocarditis
DOID:0013309	nasopharyngeal diphtheria
DOID:0013310	diphtheritic peritonitis
DOID:0013313	pancreatic mucinous ductal ectasia
DOID:0013315	relapsing pancreatitis
DOID:0013316	exocrine pancreatic insufficiency
DOID:0013317	hyperinsulinemic hypoglycemia
DOID:0013319	lower limb lymph node mast cell malignancy
DOID:0001332	Bunyaviridae infectious disease
DOID:0013326	chronic follicular conjunctivitis
DOID:0013327	anatomical narrow angle borderline glaucoma
DOID:0013328	diabetic cataract
DOID:0013329	toxic optic neuropathy
DOID:0001333	african horse sickness
DOID:0013333	hypertrophy of tongue papillae
DOID:0013335	Toxoplasma hepatitis
DOID:0013336	congenital toxoplasmosis
DOID:0013338	Toxoplasma myocarditis
DOID:0001334	Reoviridae infectious disease
DOID:0013341	parasitic conjunctivitis
DOID:0013342	Toxoplasma pneumonia
DOID:0013343	ocular toxoplasmosis
DOID:0013348	laryngeal cartilage cancer
DOID:0001335	bluetongue
DOID:0013350	gender identity disorder in children
DOID:0013351	pedophilia
DOID:0013352	ego-dystonic sexual orientation
DOID:0013353	diffuse interstitial keratitis
DOID:0013356	senile ectropion
DOID:0013357	chondromalacia patellae
DOID:0013359	Ehlers-Danlos syndrome
DOID:0001336	Nairobi sheep disease
DOID:0013361	nephrotic syndrome with lesion of proliferative glomerulonephritis
DOID:0013364	chronobiology disease
DOID:0013365	reading disorder
DOID:0013366	Stiff-Person syndrome
DOID:0013368	tinea profunda
DOID:0013369	tinea manuum
DOID:0013371	scrub typhus
DOID:0013372	alpha 1-antitrypsin deficiency
DOID:0013374	fibrodysplasia ossificans progressiva
DOID:0013375	temporal arteritis
DOID:0013376	congenital aortic insufficiency
DOID:0013378	Kawasaki disease
DOID:0001338	congenital dyserythropoietic anemia
DOID:0013380	acute pyelonephritis with lesion of renal medullary necrosis
DOID:0013381	pernicious anemia
DOID:0013382	megaloblastic anemia
DOID:0013386	gastrointestinal anthrax
DOID:0013387	upper limb cancer
DOID:0013389	labia majora carcinoma
DOID:0001339	Diamond-Blackfan anemia
DOID:0013397	atypical manic disorder
DOID:0013398	open angle with borderline glaucoma findings
DOID:0013399	color blindness
DOID:0000134	vaginal glandular tumor
DOID:0001340	pure red-cell aplasia
DOID:0013401	angioid streaks
DOID:0013402	skin sarcoidosis
DOID:0013403	cerebral sarcoidosis
DOID:0013404	uveoparotid fever
DOID:0013405	cardiac sarcoidosis
DOID:0013406	pulmonary sarcoidosis
DOID:0013407	hypercalcemic sarcoidosis
DOID:0013408	metastasis to pleura
DOID:0013409	perforation of bile duct
DOID:0001341	congenital anemia
DOID:0013413	hepatic encephalopathy
DOID:0013416	diabetes mellitus insulin dependent type, not stated as uncontrolled, with peripheral circulatory disorder
DOID:0013417	alexia
DOID:0013419	neurogenic bowel
DOID:0001342	congenital hypoplastic anemia
DOID:0001343	urethritis
DOID:0013431	bejel
DOID:0013444	glanders
DOID:0013446	basilar artery occlusion
DOID:0013447	corneal argyrosis
DOID:0013448	posterior corneal pigmentation
DOID:0013450	coccidioidomycosis
DOID:0013452	scleritis
DOID:0013453	gonococcal bursitis
DOID:0013454	gonococcal synovitis
DOID:0013459	secondary syphilitic hepatitis
DOID:0013461	urethral intrinsic sphincter deficiency
DOID:0013468	primary genital syphilis
DOID:0013469	secondary cutaneous syphilis
DOID:0013470	primary anal syphilis
DOID:0013471	secondary syphilitic lymphadenitis
DOID:0013473	central pterygium
DOID:0013474	progressive peripheral pterygium
DOID:0013476	supraglottis cancer
DOID:0013477	balanitis xerotica obliterans
DOID:0013480	paranoid type schizophrenia chronic state with acute exacerbation
DOID:0013481	thanatophoric dysplasia
DOID:0013482	Proteus syndrome
DOID:0013484	disorganized type schizophrenia chronic state
DOID:0013487	childhood disintegrative disease
DOID:0013490	active cochleovestibular Meniere's disease
DOID:0013491	active vestibular Meniere's disease
DOID:0013492	active cochlear Meniere's disease
DOID:0013498	urethral syndrome
DOID:0013499	jejunal cancer
DOID:0000135	benign vaginal carcinosarcoma
DOID:0001350	paranasal sinus neoplasm
DOID:0013500	hairy tongue
DOID:0013501	Mobius syndrome
DOID:0013507	trigonitis
DOID:0013514	venous tributary occlusion of retina
DOID:0013515	tuberous sclerosis
DOID:0013518	stiffness of joint
DOID:0001352	paranasal sinus disease
DOID:0013520	neonatal infective mastitis
DOID:0013521	tetanus neonatorum
DOID:0013523	loiasis
DOID:0013526	candidal endocarditis
DOID:0013527	candidal otitis externa
DOID:0013528	candidal enteritis
DOID:0013533	osteopetrosis
DOID:0013534	purulent labyrinthitis
DOID:0013535	intrapelvic lymph node mast cell malignancy
DOID:0013538	cornea squamous cell carcinoma
DOID:0013543	hyperparathyroidism
DOID:0013544	low tension glaucoma
DOID:0013548	secondary Parkinson disease
DOID:0013549	interval angle-closure glaucoma
DOID:0001355	paranasal sinus lymphoma
DOID:0013550	angle-closure glaucoma
DOID:0013554	gonococcal peritonitis
DOID:0013555	pharyngeal gonorrhea
DOID:0013556	gonococcal keratosis
DOID:0013558	gonococcal urethritis
DOID:0001356	lymphoma by site
DOID:0013560	subserous uterine fibroid
DOID:0013561	optic disk drusen
DOID:0013562	glaucoma associated with pupillary block
DOID:0013564	aspergillosis
DOID:0013565	neuroaspergillosis
DOID:0013566	tibial collateral ligament bursitis
DOID:0001357	maxillary sinus cancer
DOID:0013573	schizo-affective type schizophrenia chronic state with acute exacerbation
DOID:0013574	cortical senile cataract
DOID:0013575	non-renal secondary hyperparathyroidism
DOID:0013576	twin-to-twin transfusion syndrome
DOID:0013577	ascorbic acid deficiency
DOID:0013579	kwashiorkor
DOID:0001358	maxillary sinus neoplasm
DOID:0013580	cholestasis
DOID:0013581	magnesium deficiency
DOID:0013582	potassium deficiency
DOID:0013583	fetal nutrition disorder
DOID:0013585	alveolar periostitis
DOID:0013589	female infertility of uterine origin
DOID:0013593	eclampsia
DOID:0000136	vaginal carcinosarcoma
DOID:0001360	frontal sinus cancer
DOID:0013601	enteropathogenic Escherichia coli infectious disease
DOID:0013602	acute schizophrenic episode subchronic state
DOID:0013603	obstructive jaundice
DOID:0013604	acute schizophrenic episode chronic state with acute exacerbation
DOID:0013605	acute schizophrenic episode chronic state
DOID:0013608	biliary atresia
DOID:0001361	frontal sinus neoplasm
DOID:0013619	extrahepatic cholestasis
DOID:0001362	paranasal sinus sarcoma
DOID:0013620	patent foramen ovale
DOID:0013622	campylobacteriosis
DOID:0013623	staphylococcal enterocolitis
DOID:0013626	photokeratitis
