ProtA	ProtB	Label
C08H9.2	Y41C4A.10	negative
C08H9.2	Y41D4B.5	negative
C08H9.2	Y41E3.4	negative
C08H9.2	Y43B11AR.4	negative
C08H9.2	Y45F10D.12	negative
C08H9.2	Y45G12B.1	negative
C08H9.2	Y46G5A.4	negative
C08H9.2	Y48B6A.11	negative
C08H9.2	Y48B6A.2	negative
C08H9.2	Y48G8AL.8	negative
C08H9.2	Y49E10.1	negative
C08H9.2	Y49E10.15	negative
C08H9.2	Y50D7A.4	negative
C08H9.2	Y50D7A.7	negative
C08H9.2	Y54E10BL.5	negative
C08H9.2	Y54E2A.11	negative
C08H9.2	Y54E2A.4	negative
C08H9.2	Y54G9A.6	negative
C08H9.2	Y57G11C.16	negative
C08H9.2	Y57G11C.34	negative
C08H9.2	Y62E10A.12	negative
C08H9.2	Y69A2AR.18	negative
C08H9.2	Y71F9AL.13	negative
C08H9.2	Y71F9B.4	negative
C08H9.2	Y71G12B.11	negative
C08H9.2	Y71H10A.1	negative
C08H9.2	Y71H2AM.19	negative
C08H9.2	Y71H2AM.23	negative
C08H9.2	Y73B6BL.9	negative
C08H9.2	Y74C10AR.1	negative
C08H9.2	Y75B8A.30	negative
C08H9.2	Y87G2A.6	negative
C08H9.2	ZC434.2	negative
C08H9.2	ZC434.5	negative
C08H9.2	ZK20.5	negative
C08H9.2	ZK328.2	negative
C08H9.2	ZK652.4	negative
C08H9.2	ZK945.2	negative
C09B8.6	C09D4.5	negative
C09B8.6	C09H10.3	negative
C09B8.6	C14A4.14	negative
C09B8.6	C14B9.7	negative
C09B8.6	C15H9.6	negative
C09B8.6	C17G10.9	negative
C09B8.6	C23G10.4	negative
C09B8.6	C25A1.10	negative
C09B8.6	C30C11.2	negative
C09B8.6	C33A12.1	negative
C09B8.6	C41D11.2	negative
C09B8.6	C44E4.4	negative
C09B8.6	C53B7.4	negative
C09B8.6	CD4.3	negative
C09B8.6	CD4.6	negative
C09B8.6	D1007.6	negative
C09B8.6	D2013.7	negative
C09B8.6	D2096.8	negative
C09B8.6	DY3.2	negative
C09B8.6	E04A4.7	negative
C09B8.6	F01F1.8	negative
C09B8.6	F01G12.5	negative
C09B8.6	F02E8.1	negative
C09B8.6	F13B10.2	negative
C09B8.6	F23F1.8	negative
C09B8.6	F23F12.6	negative
C09B8.6	F23H11.3	negative
C09B8.6	F26B1.2	negative
C09B8.6	F29F11.6	negative
C09B8.6	F29G9.5	negative
C09B8.6	F33D11.10	negative
C09B8.6	F37C12.11	negative
C09B8.6	F38H4.9	negative
C09B8.6	F48E8.5	negative
C09B8.6	F56C9.1	negative
C09B8.6	F56D2.6	negative
C09B8.6	F56E10.4	negative
C09B8.6	F56H1.4	negative
C09B8.6	F57B9.10	negative
C09B8.6	F58E10.3	negative
C09B8.6	F59C6.5	negative
C09B8.6	K01G5.4	negative
C09B8.6	K04D7.1	negative
C09B8.6	K04G7.4	negative
C09B8.6	K07A12.3	negative
C09B8.6	K07C5.4	negative
C09B8.6	K07D4.3	negative
C09B8.6	K08F4.2	negative
C09B8.6	K11E8.1	negative
C09B8.6	K12C11.2	negative
C09B8.6	M01F1.2	negative
C09B8.6	M18.7	negative
C09B8.6	R07G3.1	negative
C09B8.6	R11A8.6	negative
C09B8.6	R12E2.3	negative
C09B8.6	T01G9.6	negative
C09B8.6	T02G5.9	negative
C09B8.6	T04C10.2	negative
C09B8.6	T04C12.5	negative
C09B8.6	T06D8.8	negative
C09B8.6	T10B5.5	negative
C09B8.6	T10E9.7	negative
C09B8.6	T16G1.11	negative
C09B8.6	T20G5.1	negative
C09B8.6	T20G5.2	negative
C09B8.6	T22D1.10	negative
C09B8.6	T22D1.9	negative
C09B8.6	T22F3.4	negative
C09B8.6	T23D8.4	negative
C09B8.6	T28D9.10	negative
C09B8.6	W08D2.7	negative
C09B8.6	W09C5.6	negative
C09B8.6	Y105E8A.16	negative
C09B8.6	Y113G7B.17	negative
C09B8.6	Y18D10A.5	negative
C09B8.6	Y37E3.10	negative
C09B8.6	Y39A1C.3	negative
C09B8.6	Y41D4B.5	negative
C09B8.6	Y48G9A.3	negative
C09B8.6	Y53G8AL.2	negative
C09B8.6	Y54E10BL.5	negative
C09B8.6	Y54F10AM.5	negative
C09B8.6	Y54G9A.6	negative
C09B8.6	Y55B1AR.1	negative
C09B8.6	Y71F9AL.16	negative
C09B8.6	Y71G12B.11	negative
C09B8.6	Y74C10AR.1	negative
C09B8.6	Y75B12B.2	negative
C09B8.6	Y87G2A.6	negative
C09B8.6	ZC434.2	negative
C09B8.6	ZC434.5	negative
C09B8.6	ZK1010.1	negative
C09D4.5	C09H10.2	negative
C09D4.5	C09H10.3	negative
C09D4.5	C09H10.6	negative
C09D4.5	C14A4.14	negative
C09D4.5	C15H9.6	negative
C09D4.5	C16A3.9	negative
C09D4.5	C17G10.9	negative
C09D4.5	C23G10.3	negative
C09D4.5	C23G10.4	negative
C09D4.5	C25A1.10	negative
C09D4.5	C26D10.2	negative
C09D4.5	C26E6.8	negative
C09D4.5	C27D11.1	negative
C09D4.5	C30C11.2	negative
C09D4.5	C30C11.4	negative
C09D4.5	C33A12.1	negative
C09D4.5	C34E10.6	negative
C09D4.5	C41C4.8	negative
C09D4.5	C41D11.2	negative
C09D4.5	C44E4.4	negative
C09D4.5	C47E8.5	negative
C09D4.5	C47G2.5	negative
C09D4.5	C49H3.11	negative
C09D4.5	C50B6.2	negative
C09D4.5	C53B7.4	negative
C09D4.5	CD4.3	negative
C09D4.5	D1007.6	negative
C09D4.5	D2013.7	negative
C09D4.5	D2096.8	negative
C09D4.5	DY3.2	negative
C09D4.5	E04A4.7	negative
C09D4.5	F01F1.8	negative
C09D4.5	F01G12.5	negative
C09D4.5	F02E8.1	negative
C09D4.5	F10G7.2	negative
C09D4.5	F10G7.3	negative
C09D4.5	F10G7.8	negative
C09D4.5	F13D12.6	negative
C09D4.5	F17C11.9	negative
C09D4.5	F21C3.5	negative
C09D4.5	F22B5.2	negative
C09D4.5	F23F1.8	negative
C09D4.5	F23F12.6	negative
C09D4.5	F25H2.9	negative
C09D4.5	F25H5.4	negative
C09D4.5	F26B1.2	negative
C09D4.5	F26E4.1	negative
C09D4.5	F27C1.7	negative
C09D4.5	F28D1.7	negative
C09D4.5	F29F11.6	negative
C09D4.5	F31D4.3	negative
C09D4.5	F32E10.4	negative
C09D4.5	F33A8.1	negative
C09D4.5	F33D11.10	negative
C09D4.5	F33H1.2	negative
C09D4.5	F35G12.12	negative
C09D4.5	F35G2.4	negative
C09D4.5	F36A2.6	negative
C09D4.5	F37C12.11	negative
C09D4.5	F37C12.9	negative
C09D4.5	F38H4.9	negative
C09D4.5	F40F11.1	negative
C09D4.5	F40F8.10	negative
C09D4.5	F47B10.1	negative
C09D4.5	F48E8.5	negative
C09D4.5	F49C12.8	negative
C09D4.5	F52D10.3	negative
C09D4.5	F53A3.3	negative
C09D4.5	F54A3.3	negative
C09D4.5	F54C4.1	negative
C09D4.5	F54E7.2	negative
C09D4.5	F55D10.2	negative
C09D4.5	F56D2.6	negative
C09D4.5	F56E10.4	negative
C09D4.5	F56F3.5	negative
C09D4.5	F56H1.4	negative
C09D4.5	F57B9.10	negative
C09D4.5	F57B9.6	negative
C09D4.5	F58B3.5	negative
C09D4.5	F58E10.3	negative
C09D4.5	F59C6.5	negative
C09D4.5	H06H21.3	negative
C09D4.5	H06I04.4	negative
C09D4.5	H20J04.5	negative
C09D4.5	K01G5.4	negative
C09D4.5	K02B2.5	negative
C09D4.5	K04D7.1	negative
C09D4.5	K04G2.1	negative
C09D4.5	K04G7.4	negative
C09D4.5	K07A1.12	negative
C09D4.5	K07A12.3	negative
C09D4.5	K07C5.4	negative
C09D4.5	K07D4.3	negative
C09D4.5	K08C7.3	negative
C09D4.5	K08F4.2	negative
C09D4.5	K10B3.7	negative
C09D4.5	K12C11.2	negative
C09D4.5	M03C11.4	negative
C09D4.5	M110.4	negative
C09D4.5	M117.2	negative
C09D4.5	M18.5	negative
C09D4.5	M18.7	negative
C09D4.5	M28.5	negative
C09D4.5	R02D3.5	negative
C09D4.5	R05H10.2	negative
C09D4.5	R07B1.10	negative
C09D4.5	R08D7.3	negative
C09D4.5	R11A8.6	negative
C09D4.5	R12E2.3	negative
C09D4.5	R151.7	negative
C09D4.5	R151.9	negative
C09D4.5	T01C3.6	negative
C09D4.5	T02G5.9	negative
C09D4.5	T04C12.5	negative
C09D4.5	T05C12.7	negative
C09D4.5	T05E11.1	negative
C09D4.5	T05F1.3	negative
C09D4.5	T05H4.6	negative
C09D4.5	T06D8.8	negative
C09D4.5	T07A9.11	negative
C09D4.5	T08B2.10	negative
C09D4.5	T10B5.5	negative
C09D4.5	T10E9.7	negative
C09D4.5	T16G1.11	negative
C09D4.5	T20G5.1	negative
C09D4.5	T20G5.2	negative
C09D4.5	T21B10.7	negative
C09D4.5	T22D1.9	negative
C09D4.5	T22F3.4	negative
C09D4.5	T23D8.4	negative
C09D4.5	T27E9.1	negative
C09D4.5	T28D9.10	negative
C09D4.5	W01B11.3	negative
C09D4.5	W08D2.7	negative
C09D4.5	W08F4.8	negative
C09D4.5	Y102A5A.1	negative
C09D4.5	Y105E8A.16	negative
C09D4.5	Y106G6H.2	negative
C09D4.5	Y111B2A.18	negative
C09D4.5	Y113G7B.17	negative
C09D4.5	Y116A8C.42	negative
C09D4.5	Y18D10A.5	negative
C09D4.5	Y22D7AL.5	negative
C09D4.5	Y37E3.10	negative
C09D4.5	Y38A10A.5	negative
C09D4.5	Y39A1C.3	negative
C09D4.5	Y41C4A.10	negative
C09D4.5	Y41D4B.5	negative
C09D4.5	Y41E3.4	negative
C09D4.5	Y43B11AR.4	negative
C09D4.5	Y46G5A.4	negative
C09D4.5	Y48B6A.11	negative
C09D4.5	Y48G9A.3	negative
C09D4.5	Y50D7A.7	negative
C09D4.5	Y53G8AL.2	negative
C09D4.5	Y54E10BL.5	negative
C09D4.5	Y54E2A.11	negative
C09D4.5	Y54E2A.4	negative
C09D4.5	Y54F10AM.5	negative
C09D4.5	Y54G9A.6	negative
C09D4.5	Y55B1AR.1	negative
C09D4.5	Y57G11C.16	negative
C09D4.5	Y62E10A.12	negative
C09D4.5	Y66D12A.22	negative
C09D4.5	Y69A2AR.18	negative
C09D4.5	Y71A12B.1	negative
C09D4.5	Y71F9AL.16	negative
C09D4.5	Y71H2AM.19	negative
C09D4.5	Y73B6BL.9	negative
C09D4.5	Y74C10AR.1	negative
C09D4.5	Y75B12B.2	negative
C09D4.5	Y75B8A.30	negative
C09D4.5	Y87G2A.6	negative
C09D4.5	ZC434.2	negative
C09D4.5	ZC434.5	negative
C09D4.5	ZK131.8	negative
C09D4.5	ZK945.2	negative
C09G12.9	C16H3.2	negative
C09G12.9	C18E3.5	negative
C09G12.9	C36B1.4	negative
C09G12.9	C41C4.8	negative
C09G12.9	D2096.8	negative
C09G12.9	F02E8.1	negative
C09G12.9	F08G12.2	negative
C09G12.9	F23H11.3	negative
C09G12.9	F26D10.3	negative
C09G12.9	F36F2.6	negative
C09G12.9	F37C12.11	negative
C09G12.9	F38H4.9	negative
C09G12.9	F48E8.5	negative
C09G12.9	F49C12.8	negative
C09G12.9	F53H8.2	negative
C09G12.9	F54A3.3	negative
C09G12.9	F58F12.1	negative
C09G12.9	K01C8.10	negative
C09G12.9	K04D7.1	negative
C09G12.9	R08D7.3	negative
C09G12.9	T01G9.6	negative
C09G12.9	T10F2.4	negative
C09G12.9	T20G5.1	negative
C09G12.9	T22D1.10	negative
C09G12.9	W10C8.5	negative
C09G12.9	Y106G6H.3	negative
C09G12.9	Y111B2A.18	negative
C09G12.9	Y113G7B.17	negative
C09G12.9	Y71F9AL.16	negative
C09G12.9	Y75B12B.2	negative
C09H10.2	C14B9.7	negative
C09H10.2	C14C10.4	negative
C09H10.2	C15H9.6	negative
C09H10.2	C16A3.9	negative
C09H10.2	C17G10.9	negative
C09H10.2	C23G10.4	negative
C09H10.2	C26D10.2	negative
C09H10.2	C27A2.2	negative
C09H10.2	C27D11.1	negative
C09H10.2	C27H6.2	negative
C09H10.2	C30C11.2	negative
C09H10.2	C30C11.4	negative
C09H10.2	C32E8.2	negative
C09H10.2	C34E10.6	negative
C09H10.2	C36B1.4	negative
C09H10.2	C37A2.7	negative
C09H10.2	C41C4.8	negative
C09H10.2	C41D11.2	negative
C09H10.2	C42C1.14	negative
C09H10.2	C44E4.4	negative
C09H10.2	C47B2.5	negative
C09H10.2	C47E8.5	negative
C09H10.2	C49H3.11	negative
C09H10.2	C50B6.2	negative
C09H10.2	C53H9.1	negative
C09H10.2	D1007.12	negative
C09H10.2	D1007.6	negative
C09H10.2	D2007.4	negative
C09H10.2	D2013.7	negative
C09H10.2	D2096.8	negative
C09H10.2	DY3.2	negative
C09H10.2	E04A4.8	negative
C09H10.2	F01F1.8	negative
C09H10.2	F10B5.1	negative
C09H10.2	F10E7.7	negative
C09H10.2	F10G7.2	negative
C09H10.2	F10G7.8	negative
C09H10.2	F13B10.2	negative
C09H10.2	F13D12.6	negative
C09H10.2	F17C11.9	negative
C09H10.2	F18A1.5	negative
C09H10.2	F21C3.5	negative
C09H10.2	F22B5.2	negative
C09H10.2	F23F1.8	negative
C09H10.2	F23H11.3	negative
C09H10.2	F25H2.10	negative
C09H10.2	F25H5.4	negative
C09H10.2	F26D10.3	negative
C09H10.2	F27C1.7	negative
C09H10.2	F28C6.7	negative
C09H10.2	F28D1.7	negative
C09H10.2	F29F11.6	negative
C09H10.2	F31D4.3	negative
C09H10.2	F35G12.10	negative
C09H10.2	F36A2.6	negative
C09H10.2	F37C12.11	negative
C09H10.2	F37C12.4	negative
C09H10.2	F37C12.9	negative
C09H10.2	F39B2.6	negative
C09H10.2	F40F11.1	negative
C09H10.2	F40F8.10	negative
C09H10.2	F41C3.5	negative
C09H10.2	F42A6.7	negative
C09H10.2	F42C5.8	negative
C09H10.2	F43E2.8	negative
C09H10.2	F46F11.2	negative
C09H10.2	F46H5.3	negative
C09H10.2	F47B10.1	negative
C09H10.2	F48E8.5	negative
C09H10.2	F48F7.1	negative
C09H10.2	F49C12.8	negative
C09H10.2	F52B5.6	negative
C09H10.2	F52D10.3	negative
C09H10.2	F53A3.3	negative
C09H10.2	F53G12.10	negative
C09H10.2	F54C4.1	negative
C09H10.2	F54C9.5	negative
C09H10.2	F54E7.2	negative
C09H10.2	F55D10.2	negative
C09H10.2	F56C9.1	negative
C09H10.2	F56E10.4	negative
C09H10.2	F56F3.5	negative
C09H10.2	F56H1.4	negative
C09H10.2	F57B9.10	negative
C09H10.2	F57B9.6	negative
C09H10.2	F58D5.1	negative
C09H10.2	F58E10.3	negative
C09H10.2	F58F12.1	negative
C09H10.2	H06H21.3	negative
C09H10.2	H06I04.4	negative
C09H10.2	H20J04.5	negative
C09H10.2	H28O16.1	negative
C09H10.2	JC8.3	negative
C09H10.2	K01C8.10	negative
C09H10.2	K01G5.4	negative
C09H10.2	K02B2.5	negative
C09H10.2	K04D7.1	negative
C09H10.2	K07A1.12	negative
C09H10.2	K07C5.4	negative
C09H10.2	K08C7.3	negative
C09H10.2	K08F4.2	negative
C09H10.2	K10B3.7	negative
C09H10.2	K11H12.2	negative
C09H10.2	K12C11.2	negative
C09H10.2	M01F1.2	negative
C09H10.2	M110.4	negative
C09H10.2	M117.2	negative
C09H10.2	M18.7	negative
C09H10.2	R07B1.10	negative
C09H10.2	R08D7.3	negative
C09H10.2	R11A8.6	negative
C09H10.2	R11D1.8	negative
C09H10.2	R12E2.3	negative
C09H10.2	R13A5.8	negative
C09H10.2	R151.3	negative
C09H10.2	R74.1	negative
C09H10.2	T01C3.6	negative
C09H10.2	T05C12.7	negative
C09H10.2	T05E11.1	negative
C09H10.2	T05F1.3	negative
C09H10.2	T06D8.8	negative
C09H10.2	T07A9.11	negative
C09H10.2	T08B2.10	negative
C09H10.2	T10B5.5	negative
C09H10.2	T12D8.6	negative
C09H10.2	T16G1.11	negative
C09H10.2	T20G5.1	negative
C09H10.2	T21B10.7	negative
C09H10.2	T21H3.3	negative
C09H10.2	T22F3.4	negative
C09H10.2	T24B8.1	negative
C09H10.2	T27E9.1	negative
C09H10.2	W01B11.3	negative
C09H10.2	W01D2.1	negative
C09H10.2	W03D2.4	negative
C09H10.2	W04D2.1	negative
C09H10.2	W09C5.6	negative
C09H10.2	Y105E8A.16	negative
C09H10.2	Y106G6H.14	negative
C09H10.2	Y106G6H.2	negative
C09H10.2	Y106G6H.3	negative
C09H10.2	Y111B2A.18	negative
C09H10.2	Y113G7B.17	negative
C09H10.2	Y116A8C.42	negative
C09H10.2	Y22D7AL.5	negative
C09H10.2	Y24D9A.4	negative
C09H10.2	Y37E3.7	negative
C09H10.2	Y37E3.8	negative
C09H10.2	Y38A10A.5	negative
C09H10.2	Y39A1C.3	negative
C09H10.2	Y41D4B.5	negative
C09H10.2	Y41E3.4	negative
C09H10.2	Y45G12B.1	negative
C09H10.2	Y47D3B.10	negative
C09H10.2	Y48B6A.2	negative
C09H10.2	Y48G8AL.8	negative
C09H10.2	Y49E10.15	negative
C09H10.2	Y50D7A.7	negative
C09H10.2	Y54E2A.11	negative
C09H10.2	Y54F10AM.5	negative
C09H10.2	Y55B1AR.1	negative
C09H10.2	Y56A3A.19	negative
C09H10.2	Y57G11C.16	negative
C09H10.2	Y71A12B.1	negative
C09H10.2	Y71F9AL.13	negative
C09H10.2	Y71F9B.4	negative
C09H10.2	Y71H10A.1	negative
C09H10.2	Y71H2AM.19	negative
C09H10.2	Y74C10AR.1	negative
C09H10.2	Y75B12B.5	negative
C09H10.2	Y87G2A.6	negative
C09H10.2	ZC434.2	negative
C09H10.2	ZC434.5	negative
C09H10.2	ZK131.8	negative
C09H10.2	ZK20.5	negative
C09H10.2	ZK652.4	negative
C09H10.3	C14B9.7	negative
C09H10.3	C15H9.6	negative
C09H10.3	C17G10.9	negative
C09H10.3	C23G10.4	negative
C09H10.3	C25A1.10	negative
C09H10.3	C30C11.2	negative
C09H10.3	C41D11.2	negative
C09H10.3	C44E4.4	negative
C09H10.3	C53B7.4	negative
C09H10.3	CD4.3	negative
C09H10.3	D1007.6	negative
C09H10.3	D2013.7	negative
C09H10.3	D2096.8	negative
C09H10.3	DY3.2	negative
C09H10.3	E04A4.7	negative
C09H10.3	F01F1.8	negative
C09H10.3	F01G12.5	negative
C09H10.3	F13B10.2	negative
C09H10.3	F23F1.8	negative
C09H10.3	F26B1.2	negative
C09H10.3	F33D11.10	negative
C09H10.3	F37C12.11	negative
C09H10.3	F38H4.9	negative
C09H10.3	F48E8.5	negative
C09H10.3	F56D2.6	negative
C09H10.3	F56E10.4	negative
C09H10.3	F56H1.4	negative
C09H10.3	F57B9.10	negative
C09H10.3	F58E10.3	negative
C09H10.3	K01G5.4	negative
C09H10.3	K04D7.1	negative
C09H10.3	K07A12.3	negative
C09H10.3	K07C5.4	negative
C09H10.3	K07D4.3	negative
C09H10.3	K08F4.2	negative
C09H10.3	K12C11.2	negative
C09H10.3	R12E2.3	negative
C09H10.3	T02G5.9	negative
C09H10.3	T04C12.5	negative
C09H10.3	T10B5.5	negative
C09H10.3	T16G1.11	negative
C09H10.3	T20G5.1	negative
C09H10.3	T20G5.2	negative
C09H10.3	T22D1.9	negative
C09H10.3	T22F3.4	negative
C09H10.3	T23D8.4	negative
C09H10.3	T28D9.10	negative
C09H10.3	W08D2.7	negative
C09H10.3	W09C5.6	negative
C09H10.3	Y105E8A.16	negative
C09H10.3	Y113G7B.17	negative
C09H10.3	Y18D10A.5	negative
C09H10.3	Y37E3.10	negative
C09H10.3	Y39A1C.3	negative
C09H10.3	Y41D4B.5	negative
C09H10.3	Y48G9A.3	negative
C09H10.3	Y54G9A.6	negative
C09H10.3	Y55B1AR.1	negative
C09H10.3	Y71F9AL.16	negative
C09H10.3	Y74C10AR.1	negative
C09H10.3	Y75B12B.2	negative
C09H10.3	Y87G2A.6	negative
C09H10.3	ZC434.2	negative
C09H10.3	ZC434.5	negative
C09H10.3	ZK1010.1	negative
C09H10.6	C14A4.14	negative
C09H10.6	C26E6.8	negative
C09H10.6	C32E8.2	negative
C09H10.6	C34E10.6	negative
C09H10.6	C41C4.8	negative
C09H10.6	C41D11.2	negative
C09H10.6	C47G2.5	negative
C09H10.6	C50B6.2	negative
C09H10.6	D1007.12	negative
C09H10.6	D1007.6	negative
C09H10.6	D2096.8	negative
C09H10.6	F02E8.1	negative
C09H10.6	F10B5.1	negative
C09H10.6	F10G7.3	negative
C09H10.6	F13B10.2	negative
C09H10.6	F21C3.5	negative
C09H10.6	F22B5.2	negative
C09H10.6	F23F1.8	negative
C09H10.6	F23F12.6	negative
C09H10.6	F25H2.10	negative
C09H10.6	F25H2.9	negative
C09H10.6	F26E4.1	negative
C09H10.6	F29F11.6	negative
C09H10.6	F33A8.1	negative
C09H10.6	F35G12.12	negative
C09H10.6	F35G2.4	negative
C09H10.6	F53G12.10	negative
C09H10.6	F54A3.3	negative
C09H10.6	F55D10.2	negative
C09H10.6	F57B9.10	negative
C09H10.6	H06H21.3	negative
C09H10.6	H20J04.5	negative
C09H10.6	K04D7.1	negative
C09H10.6	K07A1.12	negative
C09H10.6	K07C5.4	negative
C09H10.6	K08C7.3	negative
C09H10.6	K11H12.2	negative
C09H10.6	M01F1.2	negative
C09H10.6	M03C11.4	negative
C09H10.6	M18.5	negative
C09H10.6	R02D3.5	negative
C09H10.6	R05H10.2	negative
C09H10.6	R08D7.3	negative
C09H10.6	R11D1.8	negative
C09H10.6	R151.9	negative
C09H10.6	T05C12.7	negative
C09H10.6	T05H4.6	negative
C09H10.6	T16G1.11	negative
C09H10.6	T20G5.1	negative
C09H10.6	T20G5.2	negative
C09H10.6	T28D9.10	negative
C09H10.6	W01B11.3	negative
C09H10.6	W01D2.1	negative
C09H10.6	W08F4.8	negative
C09H10.6	Y102A5A.1	negative
C09H10.6	Y111B2A.18	negative
C09H10.6	Y22D7AL.5	negative
C09H10.6	Y37E3.10	negative
C09H10.6	Y37E3.8	negative
C09H10.6	Y38A10A.5	negative
C09H10.6	Y41C4A.10	negative
C09H10.6	Y41D4B.5	negative
C09H10.6	Y45F10D.12	negative
C09H10.6	Y46G5A.4	negative
C09H10.6	Y48B6A.11	negative
C09H10.6	Y54E2A.4	negative
C09H10.6	Y57G11C.16	negative
C09H10.6	Y62E10A.12	negative
C09H10.6	Y73B6BL.9	negative
C09H10.6	Y75B8A.30	negative
C09H10.6	ZC434.5	negative
C09H10.6	ZK945.2	negative
C14A4.14	C15H9.6	negative
C14A4.14	C18A3.3	negative
C14A4.14	C26E6.8	negative
C14A4.14	C27A2.2	negative
C14A4.14	C30C11.4	negative
C14A4.14	C32E8.2	negative
C14A4.14	C34E10.6	negative
C14A4.14	C41C4.8	negative
C14A4.14	C41D11.2	negative
C14A4.14	C47E12.8	negative
C14A4.14	C47G2.5	negative
C14A4.14	C50B6.2	negative
C14A4.14	CD4.6	negative
C14A4.14	D1007.12	negative
C14A4.14	D1007.6	negative
C14A4.14	D2096.3	negative
C14A4.14	D2096.8	negative
C14A4.14	DY3.2	negative
C14A4.14	F01F1.8	negative
C14A4.14	F02E8.1	negative
C14A4.14	F10B5.1	negative
C14A4.14	F10G7.3	negative
C14A4.14	F13B10.2	negative
C14A4.14	F13D12.6	negative
C14A4.14	F18A1.5	negative
C14A4.14	F21C3.5	negative
C14A4.14	F22B5.2	negative
C14A4.14	F23B2.6	negative
C14A4.14	F23F1.8	negative
C14A4.14	F23F12.6	negative
C14A4.14	F23H11.3	negative
C14A4.14	F25H2.10	negative
C14A4.14	F25H2.9	negative
C14A4.14	F26D10.3	negative
C14A4.14	F26E4.1	negative
C14A4.14	F28B3.8	negative
C14A4.14	F28D1.7	negative
C14A4.14	F29F11.6	negative
C14A4.14	F29G9.5	negative
C14A4.14	F33A8.1	negative
C14A4.14	F35G12.12	negative
C14A4.14	F35G2.4	negative
C14A4.14	F38H4.9	negative
C14A4.14	F41C3.5	negative
C14A4.14	F42A6.7	negative
C14A4.14	F42G9.1	negative
C14A4.14	F45H11.2	negative
C14A4.14	F46F11.2	negative
C14A4.14	F47B10.1	negative
C14A4.14	F48F7.1	negative
C14A4.14	F53A3.3	negative
C14A4.14	F53G12.10	negative
C14A4.14	F54A3.3	negative
C14A4.14	F54E7.2	negative
C14A4.14	F55D10.2	negative
C14A4.14	F56C9.1	negative
C14A4.14	F57B9.10	negative
C14A4.14	F57B9.6	negative
C14A4.14	F58B3.5	negative
C14A4.14	F58E10.3	negative
C14A4.14	F59A2.3	negative
C14A4.14	H06H21.3	negative
C14A4.14	H06I04.4	negative
C14A4.14	H20J04.5	negative
C14A4.14	JC8.2	negative
C14A4.14	K01C8.10	negative
C14A4.14	K04D7.1	negative
C14A4.14	K07A1.12	negative
C14A4.14	K07C5.4	negative
C14A4.14	K08C7.3	negative
C14A4.14	K11E8.1	negative
C14A4.14	K11H12.2	negative
C14A4.14	M01F1.2	negative
C14A4.14	M03C11.4	negative
C14A4.14	M117.2	negative
C14A4.14	M18.5	negative
C14A4.14	M18.7	negative
C14A4.14	R02D3.5	negative
C14A4.14	R05H10.2	negative
C14A4.14	R07G3.1	negative
C14A4.14	R08D7.3	negative
C14A4.14	R09B3.1	negative
C14A4.14	R11D1.8	negative
C14A4.14	R151.9	negative
C14A4.14	R74.1	negative
C14A4.14	T01G9.6	negative
C14A4.14	T04C10.2	negative
C14A4.14	T04C12.5	negative
C14A4.14	T05C12.7	negative
C14A4.14	T05E11.1	negative
C14A4.14	T05H4.6	negative
C14A4.14	T16G1.11	negative
C14A4.14	T20G5.1	negative
C14A4.14	T20G5.2	negative
C14A4.14	T21B10.7	negative
C14A4.14	T22D1.10	negative
C14A4.14	T22D1.9	negative
C14A4.14	T22F3.4	negative
C14A4.14	T28D9.10	negative
C14A4.14	W01B11.3	negative
C14A4.14	W01D2.1	negative
C14A4.14	W08F4.8	negative
C14A4.14	W09C5.6	negative
C14A4.14	W10C8.5	negative
C14A4.14	Y102A5A.1	negative
C14A4.14	Y111B2A.18	negative
C14A4.14	Y113G7B.17	negative
C14A4.14	Y22D7AL.5	negative
C14A4.14	Y37E3.10	negative
C14A4.14	Y37E3.8	negative
C14A4.14	Y38A10A.5	negative
C14A4.14	Y41C4A.10	negative
C14A4.14	Y41D4B.5	negative
C14A4.14	Y45F10D.12	negative
C14A4.14	Y46G5A.4	negative
C14A4.14	Y47D3B.10	negative
C14A4.14	Y48B6A.11	negative
C14A4.14	Y48G8AL.8	negative
C14A4.14	Y54E2A.4	negative
C14A4.14	Y57G11C.16	negative
C14A4.14	Y62E10A.12	negative
C14A4.14	Y71G12B.11	negative
C14A4.14	Y71H2AM.23	negative
C14A4.14	Y71H2B.10	negative
C14A4.14	Y73B6BL.9	negative
C14A4.14	Y75B12B.2	negative
C14A4.14	Y75B12B.5	negative
C14A4.14	Y75B8A.30	negative
C14A4.14	Y80D3A.2	negative
C14A4.14	Y87G2A.6	negative
C14A4.14	ZC434.5	negative
C14A4.14	ZK945.2	negative
C14B1.4	C23G10.4	negative
C14B1.4	C37A2.7	negative
C14B1.4	C42C1.14	negative
C14B1.4	F01F1.8	negative
C14B1.4	F10E7.7	negative
C14B1.4	F23H11.3	negative
C14B1.4	F29F11.6	negative
C14B1.4	F31D4.3	negative
C14B1.4	F42A6.7	negative
C14B1.4	F43G9.5	negative
C14B1.4	F47B10.1	negative
C14B1.4	F53A3.3	negative
C14B1.4	F54C9.5	negative
C14B1.4	F54E7.2	negative
C14B1.4	F57B9.10	negative
C14B1.4	H27M09.2	negative
C14B1.4	K07C5.4	negative
C14B1.4	K08C7.3	negative
C14B1.4	R74.1	negative
C14B1.4	T01C3.6	negative
C14B1.4	T02G5.9	negative
C14B1.4	T05E11.1	negative
