HDO-ID	Term	TermType	IsObsolete	IsA	OMIMID
DOID:0010846	angiodysplasia of intestine		---	DOID:0005295	---
DOID:0010848	intrauterine hypoxia and birth asphyxia		Y	---	---
DOID:0010849	sexual masochism		---	DOID:0060043	---
DOID:0001085	Edwards syndrome		---	DOID:0080014	---
DOID:0010852	middle ear cholesterol granuloma		---	DOID:0010754	---
DOID:0010854	salivary gland disease		---	DOID:0000403	---
DOID:0001086	congenital chromosomal disease		Y	---	---
DOID:0010863	paralytic squint		---	DOID:0000540	---
DOID:0010864	partial third-nerve palsy		---	DOID:0010863	---
DOID:0010865	abducens nerve disease		---	DOID:0003817	---
DOID:0010866	total third-nerve palsy		---	DOID:0010863	---
DOID:0010869	fourth cranial nerve palsy		---	DOID:0010863	---
DOID:0010871	age related macular degeneration		---	DOID:0002007	OMIM:153800 OMIM:603075 OMIM:608895 OMIM:610149 OMIM:610698 OMIM:611378 OMIM:611488 OMIM:611953 OMIM:613757 OMIM:613761 OMIM:613778 OMIM:613784 OMIM:615439 OMIM:615489 OMIM:615591 
DOID:0010873	Kuhnt-Junius degeneration		---	DOID:0002007	---
DOID:0010875	premature labor		Y	---	---
DOID:0010877	disorganized type schizophrenia chronic state with acute exacerbation		Y	---	---
DOID:0001088	meningocele		---	DOID:0080016	---
DOID:0010880	iliac vein thrombophlebitis		---	DOID:0003875	---
DOID:0010881	hand, foot and mouth disease		---	DOID:0000934	---
DOID:0010882	epidemic pleurodynia		---	DOID:0000934	---
DOID:0010883	herpangina		---	DOID:0000934	---
DOID:0010887	lepromatous leprosy		---	DOID:0001024	---
DOID:0001089	tethered spinal cord syndrome		---	DOID:0000319	---
DOID:0010892	hypospadias		---	DOID:0080015	OMIM:146450 OMIM:300633 OMIM:300758 OMIM:300856 
DOID:0010901	leukemic reticuloendotheliosis of lymph nodes of axilla and upper limb		Y	---	---
DOID:0010902	pulmonary actinomycosis		Y	---	---
DOID:0010907	microcephaly		---	DOID:0002490	OMIM:251200 OMIM:604321 OMIM:604804 OMIM:608393 OMIM:608716 OMIM:612703 
DOID:0010908	hydrocephalus		---	DOID:0001443 DOID:0009428	OMIM:123155 OMIM:236600 OMIM:236635 OMIM:307000 OMIM:615219 
DOID:0001091	tooth disease		---	DOID:0000403	---
DOID:0010910	echovirus meningitis		Y	---	---
DOID:0010911	echovirus infectious disease		Y	---	---
DOID:0010913	benign essential hypertension		---	DOID:0010825	---
DOID:0010914	amnestic disorder		---	DOID:0001561	---
DOID:0010915	Wernicke-Korsakoff syndrome		---	DOID:0005113	OMIM:277730 
DOID:0010918	transsexuality with asexual history		Y	---	---
DOID:0010919	transsexualism		---	DOID:0001234	---
DOID:0010921	Siberian tick typhus		---	DOID:0011104	---
DOID:0010922	sickle-cell crisis		Y	---	---
DOID:0010923	sickle cell anemia		---	DOID:0050737	OMIM:603903 
DOID:0010924	catatonic type schizophrenia chronic state		Y	---	---
DOID:0010925	catatonic schizophrenia		Y	---	---
DOID:0010927	gastrojejunal ulcer		---	DOID:0000750	---
DOID:0010930	borderline personality disorder		---	DOID:0001510	---
DOID:0010931	dependent personality disorder		---	DOID:0001510	---
DOID:0010932	obsessive-compulsive personality disorder		---	DOID:0001510	---
DOID:0010933	obsessive-compulsive disorder		---	DOID:0002030	---
DOID:0010934	multiple personality disorder		---	DOID:0010935	---
DOID:0010935	dissociative disorder		---	DOID:0000150	---
DOID:0010936	schizoid personality disorder		---	DOID:0001510	---
DOID:0010937	impulse control disorder		---	DOID:0000150	---
DOID:0010938	paranoid personality disorder		---	DOID:0001510	---
DOID:0010939	antisocial personality disorder		---	DOID:0001510	---
DOID:0001094	attention deficit hyperactivity disorder		---	DOID:0060038	OMIM:143465 OMIM:608903 OMIM:608904 OMIM:608905 OMIM:608906 OMIM:612311 OMIM:612312 OMIM:613003 
DOID:0010941	intracranial aneurysm		---	DOID:0003527	---
DOID:0010944	tongue disease		---	DOID:0000403	---
DOID:0010952	nephritis		---	DOID:0000557	---
DOID:0010955	strongyloidiasis		---	DOID:0000883	---
DOID:0010957	Enterobacter aerogenes intestinal infectious disease		Y	---	---
DOID:0010958	Salmonella arizonae intestinal infectious disease		Y	---	---
DOID:0010959	Escherichia coli intestinal infectious disease		Y	---	---
DOID:0010963	cholesteatoma of attic		---	DOID:0010964	---
DOID:0010964	cholesteatoma of middle ear		---	DOID:0000869	---
DOID:0010965	spastic diplegia		---	DOID:0050669	---
DOID:0010966	lipoid nephrosis		---	DOID:0001184 DOID:0002921	---
DOID:0010967	spastic hemiplegia		---	DOID:0050669	---
DOID:0010968	spastic monoplegia		---	DOID:0050669	---
DOID:0010969	hemiplegia		---	DOID:0000331	---
DOID:0001097	hydrops fetalis		Y	---	---
DOID:0010970	spastic quadriplegia		---	DOID:0050669	OMIM:603513 OMIM:612900 
DOID:0010971	acute salpingo-oophoritis		---	DOID:0010972 DOID:0010973	---
DOID:0010972	salpingo-oophoritis		---	DOID:0010974 DOID:0005733	---
DOID:0010973	acute salpingitis		---	DOID:0005733	---
DOID:0010974	oophoritis		---	DOID:0001100	---
DOID:0010976	membranous glomerulonephritis		---	DOID:0002921	---
DOID:0010978	poliovirus type III nonparalytic poliomyelitis		Y	---	---
DOID:0010979	poliovirus type I nonparalytic poliomyelitis		Y	---	---
DOID:0001098	fetal erythroblastosis		---	DOID:0011252	---
DOID:0010980	poliovirus type II nonparalytic poliomyelitis		Y	---	---
DOID:0010983	Alport syndrome		---	DOID:0050737	OMIM:104200 OMIM:203780 OMIM:301050 
DOID:0010986	discitis		---	DOID:0001222	---
DOID:0010989	conjunctival vascular disease		---	DOID:0004251	---
DOID:0001099	alpha thalassemia		---	DOID:0010241	OMIM:141750 OMIM:141800 OMIM:301040 OMIM:604131 OMIM:613978 
DOID:0010991	basal ganglia cerebrovascular disease		---	DOID:0006713	---
DOID:0010992	acute hemorrhagic leukoencephalitis		---	DOID:0000639	OMIM:606752 
DOID:0010993	postinfectious encephalitis		Y	---	---
DOID:0010997	immature cataract		---	DOID:0009669	---
DOID:0010998	chronic glomerulonephritis with lesion of membranoproliferative glomerulonephritis		Y	---	---
DOID:0000110	lens disease		---	DOID:0005614	---
DOID:0001100	ovarian disease		---	DOID:0000229	---
DOID:0011000	progressive iris atrophy		Y	---	---
DOID:0011001	Iris and ciliary body degeneration		Y	---	---
DOID:0011002	Iridoschisis		Y	---	---
DOID:0011003	pupillary margin miotic cyst		Y	---	---
DOID:0011005	Atrophy of sphincter of iris		Y	---	---
DOID:0011014	anorectal stricture		---	DOID:0003128	---
DOID:0011018	postsurgical testicular hypofunction		Y	---	---
DOID:0011019	testicular dysfunction		Y	---	---
DOID:0011020	chronic glomerulonephritis with lesion of proliferative glomerulonephritis		Y	---	---
DOID:0011027	chronic glomerulonephritis with lesion of membranous glomerulonephritis		Y	---	---
DOID:0011028	pseudopterygium		---	DOID:0010124 DOID:0010139	---
DOID:0011029	pinguecula		---	DOID:0010139	---
DOID:0001103	malignant esophageal neoplasm by topographic region		Y	---	---
DOID:0011030	corneal edema		---	DOID:0010124	---
DOID:0011031	bullous keratopathy		---	DOID:0011030 DOID:0002283	---
DOID:0011032	secondary corneal edema		---	DOID:0011030	---
DOID:0011033	idiopathic corneal edema		---	DOID:0011030	---
DOID:0011034	contact lens corneal edema		---	DOID:0011030	---
DOID:0011036	chronic rapidly progressive glomerulonephritis		---	DOID:0002921	---
DOID:0011037	dissociative amnesia		---	DOID:0010935	---
DOID:0011038	depersonalization disorder		---	DOID:0010935	---
DOID:0011042	Felty's syndrome		---	DOID:0000225	OMIM:134750 
DOID:0011044	gastroschisis		---	DOID:0080015	OMIM:230750 
DOID:0011049	meconium aspiration syndrome		---	DOID:0000850	---
DOID:0001105	esophageal metastasis		Y	---	---
DOID:0011054	urinary bladder cancer		---	DOID:0003996	OMIM:109800 
DOID:0011055	pasteurellosis		---	DOID:0050338	---
DOID:0011056	Pasteurella hemorrhagic septicemia		Y	---	---
DOID:0001106	esophagus lymphoma		---	DOID:0005041	---
DOID:0011060	placenta praevia		---	DOID:0000780	---
DOID:0001107	esophageal carcinoma		---	DOID:0005041	---
DOID:0011074	cyst of thyroid		Y	---	---
DOID:0011076	Brucella suis brucellosis		---	DOID:0011077	---
DOID:0011077	brucellosis		---	DOID:0050338	---
DOID:0011079	leech infestation		---	DOID:0004110	---
DOID:0001108	esophagus melanoma		---	DOID:0005041	---
DOID:0011080	myiasis		---	DOID:0004110	---
DOID:0011086	chorioretinal scar		---	DOID:0005679	---
DOID:0011088	asphyxia neonatorum		---	DOID:0001579	---
DOID:0001109	extracutaneous melanoma		Y	---	---
DOID:0011091	perinatal respiratory disorder		Y	---	---
DOID:0011092	Salmonella gastroenteritis		Y	---	---
DOID:0011093	bacterial gastroenteritis		Y	---	---
DOID:0011096	renal syphilis		Y	---	---
DOID:0011097	pulmonary syphilis		Y	---	---
DOID:0011099	primary Rickettsiaceae infectious disease		Y	---	---
DOID:0001110	gastrointestinal melanoma		Y	---	---
DOID:0011100	Q fever		---	DOID:0050338	---
DOID:0011101	trench fever		---	DOID:0011102	---
DOID:0011102	bartonellosis		---	DOID:0050338	---
DOID:0011103	rickettsialpox		---	DOID:0011104	---
DOID:0011104	spotted fever		---	DOID:0050338	---
DOID:0011105	fundus albipunctatus		---	DOID:0008501	OMIM:136880 
DOID:0011106	glaucoma associated with anterior segment anomaly		Y	---	---
DOID:0011107	glaucoma associated with ocular disorder		Y	---	---
DOID:0001111	malignant neoplasm of cervical part of esophagus		Y	---	---
DOID:0011110	psychosexual dysfunction with female orgasmic disease		Y	---	---
DOID:0011111	hydronephrosis		---	DOID:0005200	---
DOID:0011118	syphilitic retrobulbar neuritis		Y	---	---
DOID:0011119	Gilles de la Tourette syndrome		---	DOID:0002769	OMIM:137580 
DOID:0001112	neck cancer		Y	---	---
DOID:0011120	psychologic dyspareunia		---	DOID:0010132	---
DOID:0011121	pulpitis		---	DOID:0005330	---
DOID:0011123	Henoch-Schoenlein purpura		---	DOID:0009809	---
DOID:0011125	qualitative platelet defect		---	DOID:0002218	---
DOID:0011126	acquired thrombocytopenia		---	DOID:0001588	---
DOID:0011129	dislocation of ear ossicle		---	DOID:0002742	---
DOID:0001113	malignant esophageal neoplasm by anatomic region		Y	---	---
DOID:0011130	secondary hypertension		---	DOID:0010763	---
DOID:0011132	prostatic hypertrophy		---	DOID:0000047	---
DOID:0011133	prostatic cyst		---	DOID:0011132	---
DOID:0011134	prolapse of lacrimal gland		---	DOID:0001400	---
DOID:0001114	esophagus sarcoma		---	DOID:0005041	---
DOID:0011144	anthrax septicemia		Y	---	---
DOID:0011145	Pars plana primary cyst		Y	---	---
DOID:0011147	vascular lesions of cord complicating labor and delivery		Y	---	---
DOID:0011148	hypersecretion glaucoma		---	DOID:0001686	---
DOID:0011149	aqueous misdirection		---	DOID:0001686	---
DOID:0001115	sarcoma		---	DOID:0050687	---
DOID:0011150	glaucoma due to raised episcleral venous pressure		Y	---	---
DOID:0011151	cholecystolithiasis		---	DOID:0060262	---
DOID:0011153	miliaria rubra		---	DOID:0001382	---
DOID:0011155	hypohidrosis		---	DOID:0001383	---
DOID:0011156	anhidrosis		---	DOID:0001383	OMIM:206600 
DOID:0011158	disorder of optic chiasm associated with non-pituitary neoplasm		Y	---	---
DOID:0001116	pertussis		---	DOID:0050339	---
DOID:0011161	neonatal respiratory failure		---	DOID:0011162	---
DOID:0011162	respiratory failure		---	DOID:0000850	---
DOID:0011163	apnea of prematurity		Y	---	---
DOID:0011164	band keratopathy		---	DOID:0001237	OMIM:217500 
DOID:0011165	common wart		---	DOID:0000934	---
DOID:0011166	papillomavirus infectious disease		Y	---	---
DOID:0011167	uterine cervix condylomata acuminata		Y	---	---
DOID:0011168	anogenital venereal wart		---	DOID:0000934	---
DOID:0011169	vaginal condylomata acuminata		Y	---	---
DOID:0011170	vulvar condylomata acuminata		Y	---	---
DOID:0011171	urethral condylomata acuminata		Y	---	---
DOID:0011172	anal condylomata acuminata		Y	---	---
DOID:0011175	enophthalmos		---	DOID:0000930	---
DOID:0011177	total internal ophthalmoplegia		---	DOID:0010034 DOID:0000238	---
DOID:0011179	otitis media with effusion		Y	---	---
DOID:0011180	non-suppurative otitis media		---	DOID:0010754	---
DOID:0011181	serous glue ear		---	DOID:0011180	---
DOID:0011182	chronic otitis media with effusion		Y	---	---
DOID:0011183	Haemophilus influenzae septicemia		Y	---	---
DOID:0011184	acute conjunctivitis		---	DOID:0006195	---
DOID:0011186	allescheriosis		---	DOID:0050292	---
DOID:0011189	pulp degeneration		---	DOID:0005330	---
DOID:0001119	large for dates affecting management of mother		Y	---	---
DOID:0011190	pseudomembranous conjunctivitis		---	DOID:0011184	---
DOID:0011193	syndactyly		---	DOID:0011971	OMIM:185900 OMIM:186100 OMIM:186200 OMIM:186300 
DOID:0011195	acute laryngopharyngitis		---	DOID:0000974	---
DOID:0011197	serous conjunctivitis except viral		---	DOID:0011184	---
DOID:0011198	DiGeorge syndrome		---	DOID:0011200	OMIM:188400 
DOID:0011199	hypoparathyroidism		---	DOID:0011201 DOID:0000417	OMIM:146200 OMIM:307700 
DOID:0000112	esophageal varix		---	DOID:0000866	---
DOID:0011200	T cell deficiency		---	DOID:0000612	---
DOID:0011201	parathyroid gland disease		---	DOID:0000028	---
DOID:0011202	primary hyperparathyroidism		---	DOID:0013543	OMIM:600166 
DOID:0011203	Angelucci's syndrome		---	DOID:0011204	---
DOID:0011204	allergic conjunctivitis		---	DOID:0002475	---
DOID:0011206	opioid abuse		---	DOID:0000302	---
DOID:0011211	buphthalmos		---	DOID:0011212	OMIM:231300 
DOID:0011212	hydrophthalmos		---	DOID:0050593	---
DOID:0011213	acute contagious conjunctivitis		---	DOID:0011184	---
DOID:0011215	premature rupture of the fetal membranes		Y	---	---
DOID:0011217	chronic tympanitis		---	DOID:0005782	---
DOID:0011219	conjunctival folliculosis		---	DOID:0011184	---
DOID:0001122	spinal enthesopathy		Y	---	---
DOID:0011223	small intestine diverticulitis		---	DOID:0005295	---
DOID:0011227	acute hemorrhagic conjunctivitis		---	DOID:0000934	---
DOID:0001123	spondyloarthropathy		---	DOID:0000381	OMIM:106300 
DOID:0011230	acute orbital inflammation		---	DOID:0000930	---
DOID:0011231	orbital periostitis		---	DOID:0011230 DOID:0009957	---
DOID:0011232	orbital osteomyelitis		---	DOID:0011230	---
DOID:0011233	orbital tenonitis		---	DOID:0011230	---
DOID:0011234	orbital cellulitis		---	DOID:0011230	---
DOID:0011235	chronic adhesive otitis media		---	DOID:0002742	---
DOID:0011239	appendix cancer		---	DOID:0010155	---
DOID:0011240	appendiceal neoplasm		---	DOID:0004610	---
DOID:0011241	appendix lymphoma		---	DOID:0011239	---
DOID:0011242	plethora of newborn		---	DOID:0008432	---
DOID:0011243	anemia of prematurity		---	DOID:0011244	---
DOID:0011244	neonatal anemia		---	DOID:0002355	---
DOID:0011245	transient neonatal neutropenia		---	DOID:0001227	---
DOID:0011246	DIC in newborn		---	DOID:0011247	---
DOID:0011247	disseminated intravascular coagulation		---	DOID:0002452	---
DOID:0011248	hemorrhagic disease of newborn		Y	---	---
DOID:0011249	vitamin K deficiency hemorrhagic disease		---	DOID:0005113	---
DOID:0011252	microcytic anemia		---	DOID:0002355	OMIM:206200 
DOID:0011254	Brill-Zinsser disease		---	DOID:0050480	---
DOID:0011256	typhus		---	DOID:0050338	---
DOID:0011257	social phobia		---	DOID:0000591	---
DOID:0011258	cat-scratch disease		---	DOID:0011102	---
DOID:0011259	Cytomegalovirus infectious disease		Y	---	---
DOID:0011260	rabies		---	DOID:0000934	---
DOID:0011261	foot and mouth disease		Y	---	---
DOID:0011262	ornithosis		---	DOID:0050338	---
DOID:0011263	Chlamydia trachomatis infectious disease		Y	---	---
DOID:0011264	Chlamydophila infectious disease		Y	---	---
DOID:0011265	trachoma		---	DOID:0050339	---
DOID:0011266	hemorrhagic fever with renal syndrome		---	DOID:0000934	---
DOID:0011267	keratomalacia		---	DOID:0001237	---
DOID:0011268	vitamin A deficiency with keratomalacia		Y	---	---
DOID:0011269	chronic apical periodontitis		---	DOID:0000823	---
DOID:0011271	hypertension secondary to renal disease, complicating pregnancy, childbirth and the puerperium		Y	---	---
DOID:0011275	muscle syphilis		Y	---	---
DOID:0011277	Plummer's disease		---	DOID:0007998	---
DOID:0011282	solar retinopathy		---	DOID:0011086	---
DOID:0011283	peripheral scars of retina		---	DOID:0011086	---
DOID:0011284	disseminated scars of retina		Y	---	---
DOID:0011285	tick paralysis		---	DOID:0004109	---
DOID:0011286	neuromuscular junction toxic disorder		Y	---	---
DOID:0011287	conditions involving the integument and temperature regulation of fetus and newborn		Y	---	---
DOID:0011289	ventilation pneumonitis		---	DOID:0000841	---
DOID:0001129	pituitary apoplexy		---	DOID:0001130	---
DOID:0011294	arteriovenous malformation		---	DOID:0000255	---
DOID:0011295	retinal microaneurysm		---	DOID:0002462	---
DOID:0011299	vertebral artery occlusion		---	DOID:0005976	---
DOID:0000113	pneumopericardium		Y	---	---
DOID:0001130	pituitary infarct		---	DOID:0003646	---
DOID:0011302	cercarial dermatitis		---	DOID:0001395	---
DOID:0011307	subchronic state latent schizophrenia with acute exacerbation		Y	---	---
DOID:0011308	latent schizophrenia in remission		Y	---	---
DOID:0011309	chronic latent schizophrenia		Y	---	---
DOID:0011312	Mobitz type II atrioventricular block		---	DOID:0050822	---
DOID:0011314	Histoplasma duboisii retinitis		Y	---	---
DOID:0011315	African histoplasmosis		---	DOID:0001731	---
DOID:0011316	histoplasmosis retinitis		---	DOID:0003612	---
DOID:0011320	Kyasanur forest disease		---	DOID:0000934	---
DOID:0011327	acute schizophrenic episode subchronic state with acute exacerbation		Y	---	---
DOID:0011328	schizophreniform disorder		---	DOID:0002468	---
DOID:0011329	ainhum		---	DOID:0000065	OMIM:103400 
DOID:0011330	erysipelas		---	DOID:0002723	---
DOID:0011335	sarcoidosis		---	DOID:0002916	OMIM:181000 OMIM:609464 OMIM:612387 OMIM:612388 
DOID:0011336	rhinoscleroma		---	DOID:0050338	---
DOID:0011337	Lemierre's syndrome		---	DOID:0050339	---
DOID:0011338	tetanus		---	DOID:0050338	---
DOID:0011339	pneumocystosis		---	DOID:0002473	---
DOID:0001134	gingival recession		---	DOID:0001483	---
DOID:0011340	Pneumocystis infectious disease		Y	---	---
DOID:0011341	fungal lung infectious disease		Y	---	---
DOID:0011342	arcus senilis		---	DOID:0001237	OMIM:107800 
DOID:0011343	scleral disease		---	DOID:0005614	---
DOID:0011346	congenital osteodystrophy		Y	---	---
DOID:0011347	Meniere's disease in remission		Y	---	---
DOID:0011349	epilepsia partialis continua		Y	---	---
DOID:0011350	grand mal status epilepticus		Y	---	---
DOID:0011352	epilepsia partialis continua with intractable epilepsy		Y	---	---
DOID:0011353	bladder diverticulum		---	DOID:0000365	OMIM:109820 
DOID:0011354	stone in bladder diverticulum		---	DOID:0011353 DOID:0011355	---
DOID:0011355	bladder calculus		---	DOID:0000365 DOID:0009590	---
DOID:0011360	Phlebotomus fever		---	DOID:0000934	---
DOID:0011361	tickborne fever		Y	---	---
DOID:0011364	lens subluxation		---	DOID:0000110	---
DOID:0011367	congenital aphakia		---	DOID:0000110	OMIM:610256 
DOID:0011371	functional diarrhea		---	DOID:0005353	---
DOID:0011372	megacolon		---	DOID:0005353	---
DOID:0011374	anal spasm		---	DOID:0003128	---
DOID:0011377	calculus of gallbladder and bile duct with acute cholecystitis		Y	---	---
DOID:0011379	gnathomiasis		---	DOID:0000883	---
DOID:0001138	spinal meningioma		---	DOID:0001140	---
DOID:0011382	corneal neovascularization		---	DOID:0004677	---
DOID:0011383	cryptorchidism		---	DOID:0080015	OMIM:219050 
DOID:0011385	expressive language disorder		---	DOID:0000093	---
DOID:0011387	epidural abscess		---	DOID:0000331	---
DOID:0011389	subdural empyema		---	DOID:0000331	---
DOID:0011390	cerebral arteritis		---	DOID:0006713	---
DOID:0011394	adult respiratory distress syndrome		---	DOID:0011162	---
DOID:0011396	pulmonary edema		---	DOID:0011162	---
DOID:0000114	heart disease		---	DOID:0001287	---
DOID:0001140	spinal canal and spinal cord meningioma		---	DOID:0005612	---
DOID:0011400	pyelonephritis		---	DOID:0002744	---
DOID:0011401	xanthogranulomatous pyelonephritis		---	DOID:0001076	---
DOID:0011403	depressive state induced by drug		Y	---	---
DOID:0011404	diphtheritic laryngotracheitis		Y	---	---
DOID:0011405	diphtheria		---	DOID:0050338	---
DOID:0011406	choroiditis		---	DOID:0001417	---
DOID:0011409	syphilitic disseminated chorioretinitis		Y	---	---
DOID:0001141	alternating exotropia with V pattern		Y	---	---
DOID:0011418	Trichomonas urethritis		Y	---	---
DOID:0001142	alternating exotropia		---	DOID:0001143	---
DOID:0011421	acquired cavovarus foot deformity		Y	---	---
DOID:0011424	fallopian tube endometriosis		---	DOID:0001962 DOID:0000289	---
DOID:0011427	endosalpingiosis		---	DOID:0000289	---
DOID:0011428	endometriosis of intestine		---	DOID:0000289 DOID:0005295	---
DOID:0011429	endometriosis of pelvic peritoneum		---	DOID:0000289	---
DOID:0001143	exotropia		---	DOID:0000540	---
DOID:0011430	endometriosis in scar of skin		---	DOID:0000289	---
DOID:0011431	endometriosis of rectovaginal septum and vagina		---	DOID:0000289	---
DOID:0011432	endometriosis of ovary		---	DOID:0001100 DOID:0000289	---
DOID:0011433	middle ear cholesteatoma		---	DOID:0010964	---
DOID:0011436	recurrent cholesteatoma post-mastoidectomy		Y	---	---
DOID:0011441	macrodactylia of toes		Y	---	---
DOID:0011442	malignant mast cell tumors involving lymph node of head		Y	---	---
DOID:0011446	sciatic neuropathy		---	DOID:0012528	---
DOID:0011450	allergic cutaneous vasculitis		---	DOID:0009809	---
DOID:0011451	secondary syphilitic meningitis		Y	---	---
DOID:0011452	perinatal jaundice due to hepatocellular damage		---	DOID:0002383	---
DOID:0011457	brain compression		---	DOID:0000936	---
DOID:0011459	pseudotumor cerebri		---	DOID:0006713 DOID:0009428	OMIM:243200 
DOID:0011465	autonomic nervous system disease		---	DOID:0000574	---
DOID:0011472	subglottis cancer		---	DOID:0002596	---
DOID:0011476	osteoporosis		---	DOID:0080011	OMIM:166710 
DOID:0001148	polydactyly		---	DOID:0080015	OMIM:174200 OMIM:174500 OMIM:174700 OMIM:603596 
DOID:0011481	constrictive pericarditis		---	DOID:0001787	---
DOID:0011482	hemopericardium		---	DOID:0000118	---
DOID:0011486	Horner's syndrome		---	DOID:0011504	---
DOID:0011488	idiopathic peripheral autonomic neuropathy		---	DOID:0011465	---
DOID:0011489	vitamin A deficiency with conjunctival xerosis and Bitot's spot		Y	---	---
DOID:0011490	vitamin A deficiency with night blindness		Y	---	---
DOID:0011491	acquired night blindness		---	DOID:0005113	---
DOID:0000115	cardiac tamponade		---	DOID:0000118	---
DOID:0001150	bone and joint disorder of back, pelvis and lower limbs of mother, complicating pregnancy, childbirth, or the puerperium		Y	---	---
DOID:0011502	mitral valve insufficiency		---	DOID:0000061	---
DOID:0011503	diabetic autonomic neuropathy		---	DOID:0011504 DOID:0009743	---
DOID:0011504	autonomic neuropathy		---	DOID:0011465	---
DOID:0011506	suppurative otitis media		---	DOID:0010754	---
DOID:0011507	rumination disorder		---	DOID:0008670	---
DOID:0011512	hepatic vein thrombosis		---	DOID:0000272	---
DOID:0011514	fissured tongue		---	DOID:0010944	OMIM:137400 
DOID:0011516	hypertensive heart disease		---	DOID:0010763 DOID:0000114	---
DOID:0011518	abnormal pupillary function		---	DOID:0000238	---
DOID:0011520	benign hypertensive renal disease		---	DOID:0001073	---
DOID:0011523	Clostridium perfringens gastroenteritis		Y	---	---
DOID:0011524	Hyphema of iris and ciliary body		Y	---	---
DOID:0011525	Iris and ciliary body vascular disorder		Y	---	---
DOID:0011527	laryngostenosis		---	DOID:0000786	---
DOID:0011533	hereditary sensory and autonomic neuropathy		Y	---	---
DOID:0011535	dysplasia of prostate		Y	---	---
DOID:0011541	recurrent corneal erosion		---	DOID:0001237	---
DOID:0011543	corneal abscess		---	DOID:0009858	---
DOID:0011547	corneal deposit		---	DOID:0010124	---
DOID:0011549	Adie syndrome		---	DOID:0000225	OMIM:103100 
DOID:0011550	oculomotor nerve paralysis		---	DOID:0000562	---
DOID:0011552	Bowman's membrane folds or rupture		---	DOID:0010124	---
DOID:0011554	Chandler syndrome		---	DOID:0002566	---
DOID:0011555	Fuchs' endothelial dystrophy		---	DOID:0002566	OMIM:136800 OMIM:610158 OMIM:613267 OMIM:613268 OMIM:613269 OMIM:613270 OMIM:613271 OMIM:615523 
DOID:0011557	acute serous otitis media		---	DOID:0003697	---
DOID:0011558	acute allergic serous otitis media		---	DOID:0011557	---
DOID:0001156	chondrocalcinosis		---	DOID:0000848	OMIM:118600 OMIM:118610 OMIM:600668 
DOID:0011561	hypertensive retinopathy		---	DOID:0005679	---
DOID:0011563	retinal vasculitis		---	DOID:0000865	---
DOID:0011569	neurocirculatory asthenia		---	DOID:0004737	---
DOID:0011572	Listeria meningitis		---	DOID:0009470	---
DOID:0011573	listeriosis		---	DOID:0050338	---
DOID:0011574	streptococcal meningitis		---	DOID:0009470	---
DOID:0011575	pneumococcal meningitis		Y	---	---
DOID:0011577	Cauda equina syndrome		---	DOID:0000574	---
DOID:0011578	Escherichia coli meningitis		Y	---	---
DOID:0011581	phlyctenulosis		---	DOID:0009368	---
DOID:0011582	syphilitic aortitis		Y	---	---
DOID:0011584	acute schizophrenic episode in remission		Y	---	---
DOID:0011589	Riley-Day syndrome		---	DOID:0050548	OMIM:223900 
DOID:0001159	functional gastric disease		---	DOID:0000076	---
DOID:0011593	bladder lateral wall cancer		---	DOID:0011054	---
DOID:0011594	ring staphyloma		---	DOID:0011595	---
DOID:0011595	scleral staphyloma		---	DOID:0011343	---
DOID:0011597	cold injury syndrome of newborn		Y	---	---
DOID:0011599	Frey Syndrome		---	DOID:0011465	OMIM:144100 
DOID:0000116	pericardium cancer		---	DOID:0000117	---
DOID:0011600	secondary malignant neoplasm of lymph nodes of multiple site		Y	---	---
DOID:0011603	infant gynecomastia		---	DOID:0003463	---
DOID:0011604	idiopathic hydrops fetalis		Y	---	OMIM:236750 
DOID:0011606	ileal disease		Y	---	---
DOID:0011607	candidal meningitis		Y	---	---
DOID:0011608	fungal meningitis		---	DOID:0009471	---
DOID:0011612	polycystic ovary syndrome		---	DOID:0000225	OMIM:184700 
DOID:0011613	hyperandrogenism		---	DOID:0001923	---
DOID:0011615	penile cancer		---	DOID:0003856	---
DOID:0011623	dental pulp necrosis		---	DOID:0005330	---
DOID:0011624	penile neoplasm		---	DOID:0060087	---
DOID:0011629	pelvic muscle wasting		---	DOID:0001284	---
DOID:0011633	thyroid hormone resistance syndrome		---	DOID:0001459	OMIM:188570 OMIM:274300 
DOID:0011634	myxedema		---	DOID:0001459	OMIM:255900 
DOID:0011637	accommodative spasm		---	DOID:0010034	---
DOID:0011638	presbyopia		---	DOID:0010034 DOID:0009835	---
DOID:0011649	transitory tachypnea of newborn		Y	---	---
DOID:0011650	bronchopulmonary dysplasia		Y	---	---
DOID:0011653	conjunctival deposit		---	DOID:0004251	---
DOID:0011654	nevus of ota		Y	---	---
DOID:0011656	cicatricial pemphigoid		---	DOID:0060039 DOID:0008502	---
DOID:0001166	palindromic rheumatism		---	DOID:0000225	---
DOID:0011661	blue color blindness		---	DOID:0013399	OMIM:190900 
DOID:0011662	color vision defect		Y	---	---
DOID:0011664	nephrosclerosis		---	DOID:0001073	---
DOID:0011665	Patau syndrome		---	DOID:0080014	---
DOID:0011668	hypopigmentation of eyelid		---	DOID:0010120 DOID:0010123	---
DOID:0011669	hypertrichosis of eyelid		---	DOID:0010120 DOID:0000420	---
DOID:0011671	hypotrichosis of eyelid		---	DOID:0010120 DOID:0004535	---
